,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_73,PTS mannose transporter subunit IIAB,321,20,0,99.52,5,C:GO:0005737; F:GO:0008982; P:GO:0009401; C:GO:0016021; P:GO:0034219,C:cytoplasm; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane; P:carbohydrate transmembrane transport,EC:2.7.1.69,Transferring phosphorus-containing groups,IPR013789 (TIGRFAM); IPR018455 (TIGRFAM); IPR004720 (PFAM); IPR036667 (G3DSA:3.40.35.GENE3D); IPR004701 (PFAM); IPR036662 (G3DSA:3.40.50.GENE3D); PTHR33799 (PANTHER); PTHR33799:SF3 (PANTHER); IPR004701 (PROSITE_PROFILES); IPR004720 (PROSITE_PROFILES); IPR033887 (CDD); IPR004720 (CDD); IPR036667 (SUPERFAMILY); IPR036662 (SUPERFAMILY),C:GO:0005737; P:GO:0008643; F:GO:0008982; P:GO:0009401; C:GO:0016021; F:GO:0016773,"C:cytoplasm; P:carbohydrate transport; F:protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; C:integral component of membrane; F:phosphotransferase activity, alcohol group as acceptor"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_74,integral membrane,519,20,0,99.8,5,C:GO:0005886; C:GO:0016021; F:GO:0016614; F:GO:0050660; P:GO:0055114,"C:plasma membrane; C:integral component of membrane; F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding; P:oxidation-reduction process",,,IPR005170 (SMART); IPR005170 (PFAM); IPR005496 (PFAM); G3DSA:3.10.580.10 (GENE3D); IPR016169 (G3DSA:3.30.465.GENE3D); PTHR22777:SF15 (PANTHER); PTHR22777 (PANTHER); IPR000644 (PROSITE_PROFILES); cd04590 (CDD); IPR036318 (SUPERFAMILY); SSF54631 (SUPERFAMILY),C:GO:0016021; F:GO:0050660,C:integral component of membrane; F:flavin adenine dinucleotide binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_75,c-di-GMP phosphodiesterase,532,20,0,99.08,1,C:GO:0016021,C:integral component of membrane,,,IPR001633 (SMART); IPR035919 (G3DSA:3.20.20.GENE3D); IPR001633 (PFAM); IPR024744 (PFAM); PTHR33121 (PANTHER); PTHR33121:SF9 (PANTHER); IPR001633 (PROSITE_PROFILES); IPR001633 (CDD); IPR035919 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_76,L-serine ammonia-lyase,454,20,0,99.94,3,F:GO:0003941; P:GO:0006094; F:GO:0051539,"F:L-serine ammonia-lyase activity; P:gluconeogenesis; F:4 iron, 4 sulfur cluster binding",EC:4.3.1.17,L-serine ammonia-lyase,IPR005131 (PFAM); IPR004644 (TIGRFAM); IPR029009 (G3DSA:3.30.1330.GENE3D); IPR005130 (PFAM); PTHR30182:SF11 (PANTHER); PTHR30182 (PANTHER); IPR029009 (SUPERFAMILY),F:GO:0003941; P:GO:0006094; F:GO:0051539,"F:L-serine ammonia-lyase activity; P:gluconeogenesis; F:4 iron, 4 sulfur cluster binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_77,NUDIX hydrolase,192,20,2.06E-134,98.49,4,F:GO:0000287; P:GO:0009132; F:GO:0016818; F:GO:0030145,"F:magnesium ion binding; P:nucleoside diphosphate metabolic process; F:hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; F:manganese ion binding",,,G3DSA:3.90.79.10 (GENE3D); IPR000086 (PFAM); PTHR12992 (PANTHER); PTHR12992:SF11 (PANTHER); IPR000086 (PROSITE_PROFILES); IPR023735 (HAMAP); cd03426 (CDD); IPR015797 (SUPERFAMILY),F:GO:0016787; F:GO:0016818,"F:hydrolase activity; F:hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
TRUE,"[INTERPRO, BLASTED, ANNOTATED]",scf7180000000008_quiver_78,para-aminobenzoate synthase subunit I,444,20,0,98.22,1,P:GO:0009396,P:folic acid-containing compound biosynthetic process,,,IPR019999 (PRINTS); IPR006805 (PFAM); IPR005802 (TIGRFAM); IPR015890 (PFAM); IPR005801 (G3DSA:3.60.120.GENE3D); PTHR11236 (PANTHER); IPR005801 (SUPERFAMILY),P:GO:0009058; P:GO:0009396,P:biosynthetic process; P:folic acid-containing compound biosynthetic process
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_79,family,60,20,2.46E-34,99.58,,,,,,IPR005371 (PFAM); IPR005371 (PRODOM); IPR005371 (HAMAP),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_80,endoribonuclease L-PSP,114,20,6.86E-78,99.61,,,,,,IPR035959 (G3DSA:3.30.1330.GENE3D); IPR006175 (PFAM); IPR035709 (PTHR11803:PANTHER); IPR006175 (PANTHER); IPR035709 (CDD); IPR035959 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_81,ATP-dependent helicase,636,20,0,99.92,5,F:GO:0003677; F:GO:0004003; F:GO:0005524; P:GO:0006139; P:GO:0032508,F:DNA binding; F:ATP-dependent DNA helicase activity; F:ATP binding; P:nucleobase-containing compound metabolic process; P:DNA duplex unwinding,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR014001 (SMART); IPR006555 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR006555 (PFAM); IPR010614 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR11472:SF56 (PANTHER); PTHR11472 (PANTHER); IPR014013 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0003676; F:GO:0003677; F:GO:0004003; F:GO:0005524; P:GO:0006139; F:GO:0008026; F:GO:0016818,"F:nucleic acid binding; F:DNA binding; F:ATP-dependent DNA helicase activity; F:ATP binding; P:nucleobase-containing compound metabolic process; F:ATP-dependent helicase activity; F:hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_82,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1,231,20,7.00E-165,99.39,1,P:GO:0002949,P:tRNA threonylcarbamoyladenosine modification,,,IPR000905 (PFAM); G3DSA:3.30.420.40 (GENE3D); IPR022496 (TIGRFAM); G3DSA:3.30.420.40 (GENE3D); IPR000905 (PANTHER); IPR022496 (PTHR11735:PANTHER); SSF53067 (SUPERFAMILY); SSF53067 (SUPERFAMILY),P:GO:0002949,P:tRNA threonylcarbamoyladenosine modification
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_83,slp family outer membrane lipo,193,20,2.47E-136,99.9,1,C:GO:0019867,C:outer membrane,,,IPR004658 (PFAM); IPR004658 (PIRSF); IPR004658 (TIGRFAM); IPR004658 (PANTHER); PS51257 (PROSITE_PROFILES),C:GO:0019867,C:outer membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_84,long-chain-fatty-acid-- ligase,572,20,0,99.69,2,P:GO:0001676; F:GO:0004467,P:long-chain fatty acid metabolic process; F:long-chain fatty acid-CoA ligase activity,EC:6.2.1.3,Long-chain-fatty-acid--CoA ligase,IPR000873 (PFAM); IPR025110 (PFAM); G3DSA:3.30.300.310 (GENE3D); G3DSA:3.40.50.12780 (GENE3D); PTHR43767 (PANTHER); PTHR43767:SF1 (PANTHER); cd05936 (CDD); SSF56801 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_85,ribonuclease D,384,20,0,99.28,7,F:GO:0000166; F:GO:0003676; C:GO:0005737; F:GO:0008408; F:GO:0033890; P:GO:0042780; P:GO:0090503,"F:nucleotide binding; F:nucleic acid binding; C:cytoplasm; F:3'-5' exonuclease activity; F:ribonuclease D activity; P:tRNA 3'-end processing; P:RNA phosphodiester bond hydrolysis, exonucleolytic",EC:3.1.13; EC:3.1.13.5; EC:3.1.15,Acting on ester bonds; Ribonuclease D; Acting on ester bonds,IPR002121 (SMART); IPR002562 (SMART); IPR006292 (TIGRFAM); IPR002121 (PFAM); G3DSA:1.10.150.80 (GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); G3DSA:1.10.150.80 (GENE3D); IPR002562 (PFAM); PTHR12124:SF47 (PANTHER); PTHR12124 (PANTHER); IPR006292 (HAMAP); IPR002121 (PROSITE_PROFILES); cd06142 (CDD); IPR010997 (SUPERFAMILY); IPR012337 (SUPERFAMILY); IPR010997 (SUPERFAMILY),F:GO:0000166; F:GO:0003676; F:GO:0003824; C:GO:0005622; P:GO:0006139; P:GO:0008033; F:GO:0008408; F:GO:0033890; P:GO:0044237,F:nucleotide binding; F:nucleic acid binding; F:catalytic activity; C:intracellular; P:nucleobase-containing compound metabolic process; P:tRNA processing; F:3'-5' exonuclease activity; F:ribonuclease D activity; P:cellular metabolic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_86,cell division topological specificity factor,89,20,1.60E-57,99.72,3,P:GO:0007049; P:GO:0032955; P:GO:0051301,P:cell cycle; P:regulation of division septum assembly; P:cell division,,,IPR036707 (G3DSA:3.30.1070.GENE3D); IPR005527 (TIGRFAM); IPR005527 (PFAM); PTHR33404:SF2 (PANTHER); IPR005527 (PANTHER); IPR005527 (HAMAP); IPR036707 (SUPERFAMILY),P:GO:0032955; P:GO:0051301,P:regulation of division septum assembly; P:cell division
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_87,cell division inhibitor,270,20,0,99.93,3,F:GO:0005524; F:GO:0016887; P:GO:0051301,F:ATP binding; F:ATPase activity; P:cell division,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR010223 (TIGRFAM); IPR025501 (PIRSF); IPR025669 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR43384:SF1 (PANTHER); PTHR43384 (PANTHER); cd02036 (CDD); IPR027417 (SUPERFAMILY),F:GO:0016887,F:ATPase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_88,septum formation inhibitor,235,20,3.60E-170,98.89,2,P:GO:0000902; P:GO:1901891,P:cell morphogenesis; P:regulation of cell septum assembly,,,IPR005526 (PFAM); IPR007874 (PFAM); IPR038061 (G3DSA:3.30.750.GENE3D); IPR016098 (G3DSA:2.160.20.GENE3D); IPR013033 (TIGRFAM); IPR013033 (PANTHER); IPR013033 (HAMAP); IPR036145 (SUPERFAMILY),P:GO:0000902; P:GO:0051302; P:GO:0051726; P:GO:1901891,P:cell morphogenesis; P:regulation of cell division; P:regulation of cell cycle; P:regulation of cell septum assembly
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_89,domain-containing,91,20,2.65E-60,99.34,,,,,,IPR027354 (PFAM); IPR038068 (G3DSA:3.10.510.GENE3D); IPR027354 (PANTHER); IPR027354 (PRODOM); IPR027354 (PROSITE_PROFILES); IPR027354 (HAMAP); IPR038068 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_90,isomerase hydrolase,219,20,9.03E-161,99.68,3,P:GO:0008152; F:GO:0016787; F:GO:0016853,P:metabolic process; F:hydrolase activity; F:isomerase activity,,,IPR011234 (PFAM); IPR036663 (G3DSA:3.90.850.GENE3D); PTHR11820 (PANTHER); PTHR11820:SF7 (PANTHER); IPR036663 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_91,family cysteine cluster,146,20,1.59E-105,99.08,,,,,,IPR005358 (PFAM); IPR008228 (PIRSF); IPR008228 (PANTHER); IPR008228 (HAMAP),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_92,disulfide bond formation B,176,20,6.75E-125,99.4,5,C:GO:0005886; F:GO:0009055; F:GO:0015035; C:GO:0016021; P:GO:0055114,C:plasma membrane; F:electron transfer activity; F:protein disulfide oxidoreductase activity; C:integral component of membrane; P:oxidation-reduction process,,,IPR023380 (G3DSA:1.20.1550.GENE3D); IPR003752 (PFAM); PTHR36570 (PANTHER); PTHR36570:SF2 (PANTHER); IPR022920 (HAMAP); IPR023380 (SUPERFAMILY),F:GO:0015035; C:GO:0016020,F:protein disulfide oxidoreductase activity; C:membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_93,sodium proton antiporter,512,20,0,99.47,5,C:GO:0005886; F:GO:0015293; F:GO:0015385; C:GO:0016021; P:GO:0035725,C:plasma membrane; F:symporter activity; F:sodium:proton antiporter activity; C:integral component of membrane; P:sodium ion transmembrane transport,,,PR00173 (PRINTS); IPR004671 (PFAM); IPR004671 (TIGRFAM); IPR004671 (PTHR43302:PANTHER); PTHR43302 (PANTHER); IPR004671 (HAMAP),P:GO:0006814; F:GO:0015385; C:GO:0016021,P:sodium ion transport; F:sodium:proton antiporter activity; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_94,fatty acid metabolism regulator,239,20,4.16E-177,99.87,8,F:GO:0000062; F:GO:0003677; F:GO:0003700; C:GO:0005737; P:GO:0006351; P:GO:0006355; P:GO:0006631; P:GO:0019217,"F:fatty-acyl-CoA binding; F:DNA binding; F:DNA-binding transcription factor activity; C:cytoplasm; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated; P:fatty acid metabolic process; P:regulation of fatty acid metabolic process",,,IPR000524 (PRINTS); IPR000524 (SMART); IPR014178 (TIGRFAM); IPR028374 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR000524 (PFAM); IPR008920 (G3DSA:1.20.120.GENE3D); IPR014178 (PTHR43537:PANTHER); PTHR43537 (PANTHER); IPR000524 (PROSITE_PROFILES); IPR014178 (HAMAP); IPR000524 (CDD); IPR036390 (SUPERFAMILY); IPR008920 (SUPERFAMILY),F:GO:0000062; F:GO:0003677; F:GO:0003700; P:GO:0006355; P:GO:0019217,"F:fatty-acyl-CoA binding; F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; P:regulation of fatty acid metabolic process"
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_95,family,510,20,0,99.9,,,,,,IPR007390 (PFAM); IPR007390 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_96,D-amino acid dehydrogenase small subunit,432,20,0,99.86,3,F:GO:0008718; P:GO:0019478; P:GO:0055114,F:D-amino-acid dehydrogenase activity; P:D-amino acid catabolic process; P:oxidation-reduction process,EC:1.4.99.1,Acting on the CH-NH(2) group of donors,IPR006076 (PFAM); G3DSA:3.30.9.10 (GENE3D); IPR036188 (G3DSA:3.50.50.GENE3D); IPR036188 (G3DSA:3.50.50.GENE3D); PTHR13847 (PANTHER); PTHR13847:SF250 (PANTHER); IPR023080 (HAMAP); SSF54373 (SUPERFAMILY); IPR036188 (SUPERFAMILY),F:GO:0008718; F:GO:0016491; P:GO:0019478; P:GO:0055114,F:D-amino-acid dehydrogenase activity; F:oxidoreductase activity; P:D-amino acid catabolic process; P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_97,alanine racemase,356,20,0,99.92,3,F:GO:0008784; F:GO:0030170; P:GO:0030632,F:alanine racemase activity; F:pyridoxal phosphate binding; P:D-alanine biosynthetic process,EC:5.1.1.1; EC:5.1.1.10,Alanine racemase; Amino-acid racemase,IPR000821 (PRINTS); IPR011079 (SMART); IPR009006 (G3DSA:2.40.37.GENE3D); IPR011079 (PFAM); IPR000821 (TIGRFAM); IPR001608 (PFAM); IPR029066 (G3DSA:3.20.20.GENE3D); PTHR30511:SF0 (PANTHER); PTHR30511 (PANTHER); IPR000821 (HAMAP); cd06827 (CDD); IPR029066 (SUPERFAMILY); IPR009006 (SUPERFAMILY),F:GO:0003824; P:GO:0006522; F:GO:0008784,F:catalytic activity; P:alanine metabolic process; F:alanine racemase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_98,potassium proton antiporter,577,20,0,99.09,10,C:GO:0005887; P:GO:0006884; F:GO:0015386; F:GO:0015459; F:GO:0016614; P:GO:0043266; F:GO:0050660; P:GO:0055114; P:GO:0071805; P:GO:1902600,"C:integral component of plasma membrane; P:cell volume homeostasis; F:potassium:proton antiporter activity; F:potassium channel regulator activity; F:oxidoreductase activity, acting on CH-OH group of donors; P:regulation of potassium ion transport; F:flavin adenine dinucleotide binding; P:oxidation-reduction process; P:potassium ion transmembrane transport; P:proton transmembrane transport",,,IPR005170 (SMART); IPR006153 (PFAM); IPR038770 (G3DSA:1.20.1530.GENE3D); IPR016169 (G3DSA:3.30.465.GENE3D); IPR006037 (PFAM); IPR005170 (PFAM); IPR036721 (G3DSA:3.30.70.GENE3D); IPR030151 (PTHR32507:PANTHER); PTHR32507 (PANTHER); IPR006037 (PROSITE_PROFILES); IPR023729 (HAMAP); IPR036318 (SUPERFAMILY); IPR036721 (SUPERFAMILY),F:GO:0005451; P:GO:0006812; P:GO:0006813; P:GO:0006884; F:GO:0008324; F:GO:0015299; C:GO:0016021; F:GO:0050660; P:GO:0055085,F:monovalent cation:proton antiporter activity; P:cation transport; P:potassium ion transport; P:cell volume homeostasis; F:cation transmembrane transporter activity; F:solute:proton antiporter activity; C:integral component of membrane; F:flavin adenine dinucleotide binding; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_99,muramoyltetrapeptide carboxypeptidase,304,20,0,99.14,2,F:GO:0004180; P:GO:0006508,F:carboxypeptidase activity; P:proteolysis,,,IPR003507 (PIRSF); IPR027461 (G3DSA:3.50.30.GENE3D); IPR003507 (PFAM); IPR027478 (G3DSA:3.40.50.GENE3D); PTHR30237:SF2 (PANTHER); IPR003507 (PANTHER); cd07025 (CDD); IPR029062 (SUPERFAMILY); IPR027461 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_100,lytic murein transglycosylase,203,20,1.83E-149,99.61,6,P:GO:0000270; F:GO:0008932; C:GO:0009279; F:GO:0016837; P:GO:0016998; P:GO:0071555,"P:peptidoglycan metabolic process; F:lytic endotransglycosylase activity; C:cell outer membrane; F:carbon-oxygen lyase activity, acting on polysaccharides; P:cell wall macromolecule catabolic process; P:cell wall organization",EC:2.4.99,Glycosyltransferases,G3DSA:1.10.530.10 (GENE3D); IPR008258 (PFAM); PS51257 (PROSITE_PROFILES); IPR023946 (HAMAP); cd00254 (CDD); IPR023346 (SUPERFAMILY),F:GO:0008932; C:GO:0009279; F:GO:0016837; P:GO:0016998,"F:lytic endotransglycosylase activity; C:cell outer membrane; F:carbon-oxygen lyase activity, acting on polysaccharides; P:cell wall macromolecule catabolic process"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_101,flagellar brake,243,20,5.18E-179,99.71,6,C:GO:0009425; F:GO:0010181; F:GO:0016491; F:GO:0035438; P:GO:0055114; P:GO:0071945,C:bacterial-type flagellum basal body; F:FMN binding; F:oxidoreductase activity; F:cyclic-di-GMP binding; P:oxidation-reduction process; P:regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed,,,IPR009926 (PFAM); G3DSA:2.40.10.220 (GENE3D); IPR009875 (PFAM); IPR012349 (G3DSA:2.30.110.GENE3D); IPR023787 (HAMAP),F:GO:0035438; F:GO:0048037; P:GO:0071945,F:cyclic-di-GMP binding; F:cofactor binding; P:regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_102,family stress response membrane,84,20,2.80E-47,98.62,1,C:GO:0016021,C:integral component of membrane,,,IPR007341 (PFAM); PTHR33884:SF4 (PANTHER); IPR007341 (PANTHER),C:GO:0016021,C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_103,#NAME?,700,20,0,99.51,4,F:GO:0005506; C:GO:0009279; P:GO:0015891; F:GO:0038023,F:iron ion binding; C:cell outer membrane; P:siderophore transport; F:signaling receptor activity,,,IPR037066 (G3DSA:2.170.130.GENE3D); IPR036942 (G3DSA:2.40.170.GENE3D); IPR010105 (TIGRFAM); IPR000531 (PFAM); IPR012910 (PFAM); IPR039423 (PANTHER); PTHR32552:SF65 (PANTHER); cd01347 (CDD); SSF56935 (SUPERFAMILY),F:GO:0005506; P:GO:0015891; F:GO:0038023,F:iron ion binding; P:siderophore transport; F:signaling receptor activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_104,"alpha,alpha-trehalase",561,20,0,99.38,4,F:GO:0004555; P:GO:0005993; C:GO:0042597; P:GO:0071474,"F:alpha,alpha-trehalase activity; P:trehalose catabolic process; C:periplasmic space; P:cellular hyperosmotic response",EC:3.2.1.28,"Alpha,alpha-trehalase",IPR001661 (PRINTS); IPR001661 (PFAM); IPR012341 (G3DSA:1.50.10.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR23403:SF13 (PANTHER); IPR001661 (PANTHER); IPR023720 (HAMAP); IPR008928 (SUPERFAMILY),F:GO:0003824; F:GO:0004555; P:GO:0005991; P:GO:0005993; C:GO:0042597; P:GO:0071474,"F:catalytic activity; F:alpha,alpha-trehalase activity; P:trehalose metabolic process; P:trehalose catabolic process; C:periplasmic space; P:cellular hyperosmotic response"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_105,family transcriptional regulator,318,20,0,99.43,3,F:GO:0003700; P:GO:0006355; F:GO:0043565,"F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding",,,IPR018060 (SMART); G3DSA:1.10.10.60 (GENE3D); IPR032783 (PFAM); IPR018060 (PFAM); PTHR11019 (PANTHER); PTHR11019:SF195 (PANTHER); IPR018060 (PROSITE_PROFILES); IPR011051 (SUPERFAMILY); IPR009057 (SUPERFAMILY); IPR009057 (SUPERFAMILY),F:GO:0003677; F:GO:0003700; P:GO:0006355; F:GO:0043565,"F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_106,MFS transporter,395,20,0,99.7,2,C:GO:0016021; P:GO:0055085,C:integral component of membrane; P:transmembrane transport,,,IPR011701 (PFAM); G3DSA:1.20.1250.20 (GENE3D); PTHR43124:SF5 (PANTHER); PTHR43124 (PANTHER); IPR020846 (PROSITE_PROFILES); IPR020846 (CDD); IPR036259 (SUPERFAMILY),C:GO:0016021; P:GO:0055085,C:integral component of membrane; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_107,type I glyceraldehyde-3-phosphate dehydrogenase,336,20,0,98.26,5,P:GO:0006006; F:GO:0016620; F:GO:0050661; F:GO:0051287; P:GO:0055114,"P:glucose metabolic process; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; F:NADP binding; F:NAD binding; P:oxidation-reduction process",,,IPR020831 (PRINTS); IPR020828 (SMART); IPR020829 (PFAM); G3DSA:3.30.360.10 (GENE3D); IPR020828 (PFAM); IPR006424 (TIGRFAM); G3DSA:3.40.50.720 (GENE3D); IPR020831 (PIRSF); PTHR43148:SF2 (PANTHER); PTHR43148 (PANTHER); SSF55347 (SUPERFAMILY); IPR036291 (SUPERFAMILY),P:GO:0006006; F:GO:0016620; F:GO:0050661; F:GO:0051287; P:GO:0055114,"P:glucose metabolic process; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; F:NADP binding; F:NAD binding; P:oxidation-reduction process"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_108,family transcriptional regulator,326,20,0,98.51,3,F:GO:0003700; P:GO:0006355; F:GO:0043565,"F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding",,,IPR018060 (SMART); G3DSA:1.10.10.60 (GENE3D); IPR018060 (PFAM); IPR002818 (PFAM); IPR029062 (G3DSA:3.40.50.GENE3D); PTHR43130:SF2 (PANTHER); PTHR43130 (PANTHER); IPR018060 (PROSITE_PROFILES); cd03137 (CDD); IPR029062 (SUPERFAMILY); IPR009057 (SUPERFAMILY); IPR009057 (SUPERFAMILY),F:GO:0003677; F:GO:0003700; P:GO:0006355; F:GO:0043565,"F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000008_quiver_109,fatty acid desaturase,347,20,0,96.16,2,P:GO:0006629; C:GO:0016021,P:lipid metabolic process; C:integral component of membrane,,,IPR005804 (PFAM); cd03509 (CDD),P:GO:0006629,P:lipid metabolic process
TRUE,"[INTERPRO, BLASTED]",scf7180000000008_quiver_110,phosphate ABC transporter substrate-binding,252,20,1.53E-165,93.37,,,,,,PF12974 (PFAM); G3DSA:3.40.190.10 (GENE3D); PTHR35841 (PANTHER); SSF53850 (SUPERFAMILY),no GO terms,no GO terms
