State,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_48,tRNA (cytidine(34)-2 -O)-methyltransferase,168,20,1.77E-122,97.59,5,F:GO:0003723; C:GO:0005737; F:GO:0008175; F:GO:0008757; P:GO:0030488,F:RNA binding; C:cytoplasm; F:tRNA methyltransferase activity; F:S-adenosylmethionine-dependent methyltransferase activity; P:tRNA methylation,,,IPR029026 (G3DSA:3.40.1280.GENE3D); IPR016914 (PIRSF); IPR016914 (TIGRFAM); IPR001537 (PFAM); IPR016914 (PANTHER); IPR016914 (HAMAP); IPR029028 (SUPERFAMILY),P:GO:0001510; F:GO:0003723; P:GO:0006396; F:GO:0008168; F:GO:0008173,P:RNA methylation; F:RNA binding; P:RNA processing; F:methyltransferase activity; F:RNA methyltransferase activity
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_49,phosphoglycerate mutase,214,20,2.76E-155,98.64,,,,,,IPR013078 (SMART); IPR029033 (G3DSA:3.40.50.GENE3D); PIRSF000709 (PIRSF); IPR013078 (PFAM); PTHR23029:SF56 (PANTHER); PTHR23029 (PANTHER); IPR013078 (CDD); IPR029033 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_50,ATP-dependent -like DNA helicase,869,20,0,99.88,4,F:GO:0003677; F:GO:0005524; P:GO:0032508; F:GO:0043141,F:DNA binding; F:ATP binding; P:DNA duplex unwinding; F:ATP-dependent 5'-3' DNA helicase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,G3DSA:2.30.30.940 (GENE3D); G3DSA:3.40.50.300 (GENE3D); PF13604 (PFAM); IPR006345 (TIGRFAM); G3DSA:3.40.50.300 (GENE3D); IPR029493 (PFAM); IPR027785 (PFAM); G3DSA:1.10.10.2220 (GENE3D); PTHR43788 (PANTHER); PTHR43788:SF6 (PANTHER); IPR006345 (HAMAP); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0003677; P:GO:0032508; F:GO:0043141,F:DNA binding; P:DNA duplex unwinding; F:ATP-dependent 5'-3' DNA helicase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_51,diacylglycerol kinase family lipid kinase,319,20,0,99.87,3,F:GO:0003951; F:GO:0005524; P:GO:0016310,F:NAD+ kinase activity; F:ATP binding; P:phosphorylation,EC:2.7.1.23,NAD(+) kinase,IPR001206 (SMART); IPR017438 (G3DSA:3.40.50.GENE3D); IPR005218 (TIGRFAM); G3DSA:2.60.200.40 (GENE3D); IPR001206 (PFAM); PTHR12358:SF76 (PANTHER); PTHR12358 (PANTHER); IPR001206 (PROSITE_PROFILES); IPR016064 (SUPERFAMILY),F:GO:0003951; F:GO:0016301,F:NAD+ kinase activity; F:kinase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_52,integral membrane,168,20,3.50E-116,99.58,2,C:GO:0005886; C:GO:0016021,C:plasma membrane; C:integral component of membrane,,,IPR010387 (PIRSF); IPR010387 (PFAM); IPR010387 (PANTHER),C:GO:0005886,C:plasma membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_53,family,401,20,0,99.96,2,P:GO:0009252; F:GO:0047206,P:peptidoglycan biosynthetic process; F:UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase activity,EC:2.3.2.10,UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase,G3DSA:3.40.630.30 (GENE3D); IPR003447 (PFAM); G3DSA:1.20.58.90 (GENE3D); G3DSA:3.40.630.30 (GENE3D); PTHR36174 (PANTHER); IPR003447 (PROSITE_PROFILES); IPR016181 (SUPERFAMILY); IPR016181 (SUPERFAMILY),F:GO:0016755; P:GO:0044038,"F:transferase activity, transferring amino-acyl groups; P:cell wall macromolecule biosynthetic process"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_54,membrane,211,20,3.86E-143,96.02,3,F:GO:0005215; P:GO:0006810; C:GO:0016021,F:transporter activity; P:transport; C:integral component of membrane,,,G3DSA:1.10.1760.20 (GENE3D); IPR024529 (PFAM),F:GO:0005215,F:transporter activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_55,Phosphopantothenoylcysteine decarboxylase,184,20,6.91E-129,96.22,1,F:GO:0004633,F:phosphopantothenoylcysteine decarboxylase activity,EC:4.1.1.36,Phosphopantothenoylcysteine decarboxylase,IPR036551 (G3DSA:3.40.50.GENE3D); IPR003382 (PFAM); IPR011847 (TIGRFAM); PTHR14359:SF6 (PANTHER); PTHR14359 (PANTHER); IPR036551 (SUPERFAMILY),F:GO:0003824,F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_56,phosphopantothenate--cysteine ligase,257,20,0,99.81,1,F:GO:0004632,F:phosphopantothenate--cysteine ligase activity,EC:6.3.2.5,Phosphopantothenate--cysteine ligase (CTP),IPR035929 (G3DSA:3.40.50.GENE3D); IPR011848 (TIGRFAM); IPR007085 (PFAM); PTHR14359:SF22 (PANTHER); PTHR14359 (PANTHER); IPR035929 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_57,alcohol zinc-containing,334,20,0,99.56,3,F:GO:0004022; F:GO:0008270; P:GO:0055114,F:alcohol dehydrogenase (NAD) activity; F:zinc ion binding; P:oxidation-reduction process,EC:1.1.1.1,Alcohol dehydrogenase,G3DSA:3.40.50.720 (GENE3D); G3DSA:3.90.180.10 (GENE3D); IPR013149 (PFAM); IPR014188 (TIGRFAM); PTHR43677 (PANTHER); IPR014188 (PTHR43677:PANTHER); cd05280 (CDD); IPR036291 (SUPERFAMILY); IPR011032 (SUPERFAMILY),P:GO:0055114,P:oxidation-reduction process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_58,cro CI family transcriptional regulator,180,20,1.74E-128,96.94,1,F:GO:0043565,F:sequence-specific DNA binding,,,IPR001387 (SMART); IPR014710 (G3DSA:2.60.120.GENE3D); IPR001387 (PFAM); G3DSA:1.10.260.40 (GENE3D); IPR013096 (PFAM); PTHR10245 (PANTHER); PTHR10245:SF103 (PANTHER); IPR001387 (PROSITE_PROFILES); IPR001387 (CDD); IPR010982 (SUPERFAMILY); IPR011051 (SUPERFAMILY),F:GO:0003677; F:GO:0043565,F:DNA binding; F:sequence-specific DNA binding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_59,spermidine putrescine import ATP-binding,361,20,0,99.92,6,F:GO:0005524; F:GO:0015594; F:GO:0015595; P:GO:0015847; C:GO:0043190; P:GO:1903711,F:ATP binding; F:putrescine-importing ATPase activity; F:spermidine-importing ATPase activity; P:putrescine transport; C:ATP-binding cassette (ABC) transporter complex; P:spermidine transmembrane transport,EC:3.6.1.3; EC:3.6.3.31; EC:3.6.1.15,Adenosinetriphosphatase; Polyamine-transporting ATPase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); G3DSA:2.40.50.940 (GENE3D); G3DSA:3.40.50.300 (GENE3D); G3DSA:2.40.50.140 (GENE3D); IPR005893 (TIGRFAM); IPR013611 (PFAM); IPR003439 (PFAM); PTHR42781:SF4 (PANTHER); PTHR42781 (PANTHER); IPR017879 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03300 (CDD); IPR008995 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0015417; F:GO:0015594; F:GO:0015595; P:GO:0015846; C:GO:0016020; F:GO:0016887; F:GO:0022857; C:GO:0043190; P:GO:0055085,F:ATP binding; F:polyamine-transporting ATPase activity; F:putrescine-importing ATPase activity; F:spermidine-importing ATPase activity; P:polyamine transport; C:membrane; F:ATPase activity; F:transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_60,spermidine putrescine ABC transporter permease,268,20,0,99.16,3,C:GO:0005886; C:GO:0016021; P:GO:0055085,C:plasma membrane; C:integral component of membrane; P:transmembrane transport,,,IPR035906 (G3DSA:1.10.3720.GENE3D); PTHR42929:SF1 (PANTHER); PTHR42929 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY),C:GO:0016020; P:GO:0055085,C:membrane; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_61,spermidine putrescine ABC transporter permease,278,20,0,99.3,3,C:GO:0005886; C:GO:0016021; P:GO:0055085,C:plasma membrane; C:integral component of membrane; P:transmembrane transport,,,IPR035906 (G3DSA:1.10.3720.GENE3D); IPR000515 (PFAM); PTHR43848 (PANTHER); PTHR43848:SF2 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); IPR035906 (SUPERFAMILY),C:GO:0016020; P:GO:0055085,C:membrane; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_62,spermidine putrescine ABC transporter spermidine putrescine-binding,357,20,0,99.93,4,P:GO:0015846; C:GO:0016021; F:GO:0019808; C:GO:0042597,P:polyamine transport; C:integral component of membrane; F:polyamine binding; C:periplasmic space,,,IPR001188 (PRINTS); G3DSA:3.40.190.10 (GENE3D); IPR006059 (PFAM); G3DSA:3.40.190.10 (GENE3D); IPR001188 (PIRSF); PTHR30222 (PANTHER); PTHR30222:SF5 (PANTHER); cd13663 (CDD); SSF53850 (SUPERFAMILY),P:GO:0015846; F:GO:0019808; C:GO:0042597,P:polyamine transport; F:polyamine binding; C:periplasmic space
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_63,TVP38 TMEM64 family,227,20,2.77E-161,99.78,1,C:GO:0016021,C:integral component of membrane,,,IPR032816 (PFAM); IPR015414 (PANTHER); PTHR12677:SF43 (PANTHER),C:GO:0016021,C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_64,family permease,430,20,0,99.88,3,F:GO:0015128; C:GO:0016021; P:GO:0035429,F:gluconate transmembrane transporter activity; C:integral component of membrane; P:gluconate transmembrane transport,,,IPR003474 (PFAM); IPR003474 (PANTHER); PTHR30354:SF23 (PANTHER),F:GO:0015128; C:GO:0016020; P:GO:0035429,F:gluconate transmembrane transporter activity; C:membrane; P:gluconate transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_65,glycerate kinase,382,20,0,99.92,2,F:GO:0008887; P:GO:0031388,F:glycerate kinase activity; P:organic acid phosphorylation,EC:2.7.1.31,Glycerate 3-kinase,IPR018193 (G3DSA:3.90.1510.GENE3D); IPR004381 (TIGRFAM); IPR004381 (PIRSF); IPR004381 (PFAM); IPR018197 (G3DSA:3.40.50.GENE3D); IPR004381 (PANTHER); IPR036129 (SUPERFAMILY),F:GO:0008887; P:GO:0031388,F:glycerate kinase activity; P:organic acid phosphorylation
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_66,Carbohydrate diacid regulator,337,20,0,99.88,1,F:GO:0003677,F:DNA binding,,,IPR008599 (PFAM); G3DSA:1.10.10.2840 (GENE3D); IPR025736 (PFAM); PTHR33744 (PANTHER); PTHR33744:SF1 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_67,family lipid kinase,300,20,0,99.77,3,F:GO:0000166; F:GO:0003951; P:GO:0016310,F:nucleotide binding; F:NAD+ kinase activity; P:phosphorylation,EC:2.7.1.23,NAD(+) kinase,IPR001206 (SMART); IPR017438 (G3DSA:3.40.50.GENE3D); G3DSA:2.60.200.40 (GENE3D); IPR001206 (PFAM); IPR005218 (TIGRFAM); PTHR12358 (PANTHER); PTHR12358:SF76 (PANTHER); IPR001206 (PROSITE_PROFILES); IPR016064 (SUPERFAMILY),F:GO:0003951; F:GO:0016301,F:NAD+ kinase activity; F:kinase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_68,DUF697 domain-containing,236,20,4.35E-169,99.75,1,C:GO:0016021,C:integral component of membrane,,,IPR021147 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_69,glycine betaine L-proline ABC transporter glycine betaine L-proline-binding permease,569,20,0,99.8,3,F:GO:0022857; C:GO:0043190; P:GO:0055085,F:transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport,,,IPR000515 (PFAM); G3DSA:3.10.105.10 (GENE3D); IPR035906 (G3DSA:1.10.3720.GENE3D); IPR007210 (PFAM); G3DSA:3.40.190.100 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR30177:SF2 (PANTHER); PTHR30177 (PANTHER); IPR000515 (PROSITE_PROFILES); IPR000515 (CDD); cd13639 (CDD); SSF53850 (SUPERFAMILY); IPR035906 (SUPERFAMILY),C:GO:0016020; F:GO:0022857; C:GO:0043190; P:GO:0055085,C:membrane; F:transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_70,glycine betaine transport ATP-binding,396,20,0,99.82,5,F:GO:0005524; F:GO:0015418; C:GO:0016020; P:GO:0031460; P:GO:0055085,F:ATP binding; F:quaternary-ammonium-compound-transporting ATPase activity; C:membrane; P:glycine betaine transport; P:transmembrane transport,EC:3.6.1.3; EC:3.6.3.32; EC:3.6.1.15,Adenosinetriphosphatase; Quaternary-amine-transporting ATPase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR005892 (TIGRFAM); G3DSA:3.10.580.10 (GENE3D); IPR003439 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR43869 (PANTHER); IPR003439 (PROSITE_PROFILES); IPR000644 (PROSITE_PROFILES); cd03294 (CDD); IPR027417 (SUPERFAMILY); SSF54631 (SUPERFAMILY),F:GO:0005524; C:GO:0016020; F:GO:0016887; P:GO:0031460,F:ATP binding; C:membrane; F:ATPase activity; P:glycine betaine transport
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_71,family transcriptional regulator,210,20,8.94E-153,94.85,7,F:GO:0003677; F:GO:0003700; P:GO:0006351; P:GO:0006355; P:GO:0006813; F:GO:0008324; P:GO:0098655,"F:DNA binding; F:DNA-binding transcription factor activity; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated; P:potassium ion transport; F:cation transmembrane transporter activity; P:cation transmembrane transport",,,IPR000524 (SMART); IPR036721 (G3DSA:3.30.70.GENE3D); IPR006037 (PFAM); IPR000524 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); PTHR43537 (PANTHER); PTHR43537:SF8 (PANTHER); IPR000524 (PROSITE_PROFILES); IPR006037 (PROSITE_PROFILES); IPR000524 (CDD); IPR036390 (SUPERFAMILY); IPR036721 (SUPERFAMILY),F:GO:0003700; P:GO:0006355; P:GO:0006813; F:GO:0008324,"F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; P:potassium ion transport; F:cation transmembrane transporter activity"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_72,ABC transporter ATP-binding,648,20,0,99.96,3,F:GO:0003677; F:GO:0005524; F:GO:0016887,F:DNA binding; F:ATP binding; F:ATPase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase,IPR003593 (SMART); IPR003439 (PFAM); IPR032524 (PFAM); G3DSA:3.40.50.300 (GENE3D); IPR032781 (PFAM); G3DSA:3.40.50.300 (GENE3D); PTHR19211 (PANTHER); PTHR19211:SF95 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03221 (CDD); cd03221 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY),F:GO:0003677; F:GO:0005524; F:GO:0016887,F:DNA binding; F:ATP binding; F:ATPase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_73,redox-sensing transcriptional repressor rex 1,216,20,6.46E-158,98.96,6,F:GO:0003677; F:GO:0003700; C:GO:0005737; P:GO:0045892; F:GO:0050662; P:GO:0051775,"F:DNA binding; F:DNA-binding transcription factor activity; C:cytoplasm; P:negative regulation of transcription, DNA-templated; F:coenzyme binding; P:response to redox state",,,IPR003781 (SMART); IPR036388 (G3DSA:1.10.10.GENE3D); IPR009718 (PFAM); G3DSA:3.40.50.720 (GENE3D); IPR003781 (PFAM); PTHR35786:SF1 (PANTHER); IPR022876 (PANTHER); IPR022876 (HAMAP); IPR036291 (SUPERFAMILY); IPR036390 (SUPERFAMILY),C:GO:0005737; P:GO:0045892; F:GO:0048037; P:GO:0051775,"C:cytoplasm; P:negative regulation of transcription, DNA-templated; F:cofactor binding; P:response to redox state"
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_74,abortive infection,217,20,1.87E-150,99.38,3,P:GO:0006508; F:GO:0008233; C:GO:0016021,P:proteolysis; F:peptidase activity; C:integral component of membrane,,,IPR003675 (PFAM); PTHR43592 (PANTHER); PTHR43592:SF13 (PANTHER),C:GO:0016020,C:membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_75,hypothetical protein P746_00746,58,20,3.37E-31,84.82,1,C:GO:0016021,C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_76,chaperonin,94,20,4.63E-57,95.05,3,F:GO:0005524; C:GO:0005737; P:GO:0006457,F:ATP binding; C:cytoplasm; P:protein folding,,,IPR020818 (PRINTS); IPR020818 (SMART); IPR020818 (PFAM); IPR037124 (G3DSA:2.30.33.GENE3D); PTHR10772:SF24 (PANTHER); IPR020818 (PANTHER); IPR020818 (HAMAP); IPR020818 (CDD); IPR011032 (SUPERFAMILY),C:GO:0005737; P:GO:0006457,C:cytoplasm; P:protein folding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_77,chaperonin,541,20,0,99.61,4,F:GO:0005524; C:GO:0005737; P:GO:0042026; F:GO:0051082,F:ATP binding; C:cytoplasm; P:protein refolding; F:unfolded protein binding,,,IPR001844 (PRINTS); IPR027410 (G3DSA:3.30.260.GENE3D); IPR027413 (G3DSA:1.10.560.GENE3D); IPR002423 (PFAM); IPR001844 (TIGRFAM); IPR027409 (G3DSA:3.50.7.GENE3D); PTHR11353:SF169 (PANTHER); PTHR11353 (PANTHER); IPR001844 (HAMAP); IPR001844 (CDD); IPR027410 (SUPERFAMILY); IPR027409 (SUPERFAMILY); IPR027413 (SUPERFAMILY),F:GO:0005524; C:GO:0005737; P:GO:0042026,F:ATP binding; C:cytoplasm; P:protein refolding
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_78,transcriptional regulator,239,20,3.03E-177,99.64,4,P:GO:0000160; F:GO:0003677; C:GO:0005622; P:GO:0006355,"P:phosphorelay signal transduction system; F:DNA binding; C:intracellular; P:regulation of transcription, DNA-templated",,,IPR001867 (SMART); IPR001867 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); PTHR26402:SF705 (PANTHER); IPR039420 (PANTHER); IPR001867 (PROSITE_PROFILES); IPR001867 (CDD); IPR016032 (SUPERFAMILY),P:GO:0000160; F:GO:0003677; P:GO:0006355,"P:phosphorelay signal transduction system; F:DNA binding; P:regulation of transcription, DNA-templated"
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_79,MULTISPECIES: hypothetical protein,236,20,3.96E-165,98.75,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_80,N-acetylmuramoyl-L-alanine amidase,515,20,0,99.14,1,F:GO:0004040,F:amidase activity,EC:3.5.1.4,Amidase,IPR002901 (SMART); IPR018392 (SMART); G3DSA:4.10.80.30 (GENE3D); IPR002901 (PFAM); IPR036779 (G3DSA:3.10.350.GENE3D); G3DSA:1.10.530.10 (GENE3D); IPR018392 (PFAM); IPR036779 (G3DSA:3.10.350.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45457 (PANTHER); IPR018392 (PROSITE_PROFILES); IPR018392 (PROSITE_PROFILES); IPR018392 (CDD); IPR018392 (CDD); SSF54106 (SUPERFAMILY); SSF54106 (SUPERFAMILY),F:GO:0004040,F:amidase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_81,teichoic acid glycosylation,136,20,3.03E-91,95.52,3,P:GO:0000271; P:GO:0006810; C:GO:0016021,P:polysaccharide biosynthetic process; P:transport; C:integral component of membrane,,,IPR007267 (PFAM); PTHR38459 (PANTHER),P:GO:0000271; C:GO:0016021,P:polysaccharide biosynthetic process; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_82,nicotinate phosphoribosyltransferase,494,20,0,99.96,4,F:GO:0004514; F:GO:0004516; P:GO:0009435; P:GO:0019358,F:nicotinate-nucleotide diphosphorylase (carboxylating) activity; F:nicotinate phosphoribosyltransferase activity; P:NAD biosynthetic process; P:nicotinate nucleotide salvage,EC:2.4.2.19; EC:2.4.2.11,Nicotinate-nucleotide diphosphorylase (carboxylating); Glycosyltransferases,IPR007229 (PIRSF); G3DSA:3.20.140.10 (GENE3D); IPR006405 (TIGRFAM); IPR007229 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR007229 (PANTHER); PTHR11098:SF1 (PANTHER); cd01570 (CDD); SSF54675 (SUPERFAMILY); IPR036068 (SUPERFAMILY),F:GO:0003824; F:GO:0004514; F:GO:0004516; P:GO:0009435; P:GO:0019358,F:catalytic activity; F:nicotinate-nucleotide diphosphorylase (carboxylating) activity; F:nicotinate phosphoribosyltransferase activity; P:NAD biosynthetic process; P:nicotinate nucleotide salvage
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_83,NH(3)-dependent NAD(+) synthetase,275,20,0,99.73,4,F:GO:0003952; F:GO:0005524; F:GO:0008795; P:GO:0009435,F:NAD+ synthase (glutamine-hydrolyzing) activity; F:ATP binding; F:NAD+ synthase activity; P:NAD biosynthetic process,EC:6.3.1.5; EC:6.3.5.1,NAD(+) synthase; NAD(+) synthase (glutamine-hydrolyzing),IPR014729 (G3DSA:3.40.50.GENE3D); IPR022310 (PFAM); IPR003694 (TIGRFAM); IPR003694 (PANTHER); PTHR23090:SF7 (PANTHER); IPR022926 (HAMAP); IPR003694 (CDD); SSF52402 (SUPERFAMILY),F:GO:0003952; F:GO:0005524; F:GO:0008795; P:GO:0009435,F:NAD+ synthase (glutamine-hydrolyzing) activity; F:ATP binding; F:NAD+ synthase activity; P:NAD biosynthetic process
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_84,heavy metal translocating P-type ATPase,601,20,0,99.84,6,F:GO:0000166; C:GO:0005886; F:GO:0008551; C:GO:0016021; F:GO:0046872; P:GO:0070574,F:nucleotide binding; C:plasma membrane; F:cadmium-exporting ATPase activity; C:integral component of membrane; F:metal ion binding; P:cadmium ion transmembrane transport,EC:3.6.1.3; EC:3.6.3.3; EC:3.6.1.15,Adenosinetriphosphatase; Cadmium-exporting ATPase; Nucleoside-triphosphate phosphatase,IPR001757 (PRINTS); PR00119 (PRINTS); G3DSA:2.70.150.20 (GENE3D); PF00702 (PFAM); IPR001757 (TIGRFAM); IPR023299 (G3DSA:3.40.1110.GENE3D); PF00122 (PFAM); IPR027256 (TIGRFAM); TIGR01512 (TIGRFAM); IPR023214 (G3DSA:3.40.50.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR43338 (PANTHER); PTHR43338:SF1 (PANTHER); cd07544 (CDD); IPR023298 (SUPERFAMILY); IPR036412 (SUPERFAMILY); IPR008250 (SUPERFAMILY),F:GO:0000166; P:GO:0006812; C:GO:0016021; F:GO:0019829,F:nucleotide binding; P:cation transport; C:integral component of membrane; F:cation-transporting ATPase activity
TRUE,"[INTERPRO, BLASTED]",scf7180000000004_quiver_85,Uncharacterized conserved,94,20,4.02E-63,97.56,,,,,,IPR010693 (PFAM); G3DSA:3.30.70.20 (GENE3D); SSF54862 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_86,GNAT family acetyltransferase,91,20,6.41E-62,95.92,1,F:GO:0016746,"F:transferase activity, transferring acyl groups",,,G3DSA:3.40.630.30 (GENE3D); IPR031165 (PFAM); PTHR31435 (PANTHER); PTHR31435:SF6 (PANTHER); IPR031165 (PROSITE_PROFILES); cd04301 (CDD); IPR016181 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_87,pre translocase subunit,78,20,2.43E-47,97.82,4,P:GO:0009306; F:GO:0015450; C:GO:0016021; P:GO:0071806,P:protein secretion; F:P-P-bond-hydrolysis-driven protein transmembrane transporter activity; C:integral component of membrane; P:protein transmembrane transport,,,IPR004692 (PRINTS); IPR004692 (PFAM); IPR004692 (TIGRFAM); IPR004692 (PANTHER),P:GO:0009306; F:GO:0015450; C:GO:0016021,P:protein secretion; F:P-P-bond-hydrolysis-driven protein transmembrane transporter activity; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",scf7180000000004_quiver_88,carboxylesterase,254,20,0,99.84,1,F:GO:0052689,F:carboxylic ester hydrolase activity,EC:3.1.1.1,Carboxylesterase,IPR012354 (PIRSF); IPR022742 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11614 (PANTHER); PTHR11614:SF121 (PANTHER); IPR029058 (SUPERFAMILY),F:GO:0052689,F:carboxylic ester hydrolase activity
